ip,timestamp,http_method,url_path,status_code,response_length,user_agent,response_time
35.110.222.153,2021-5-12T5:6:0.0+0430,Get,fonts/IRANSansWeb_Light.woff2,200,28400,"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J710GN Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36",4
35.110.222.153,2021-5-12T5:6:0.0+0430,Get,fonts/fontawesome_webfont.woff2?v=4.7.0,200,77160,"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J710GN Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36",4
35.110.222.153,2021-5-12T5:6:0.0+0430,Get,images/aparat_logo.png,200,1038,"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J710GN Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36",8
207.213.193.143,2021-5-12T5:6:0.0+0430,Get,/cdn/pro_photo_gallery/1766634074,304,0,Googlebot-Image/1.0,32
76.212.164.3,2021-5-12T5:6:0.0+0430,Head,/877499224,200,0,Go-http-client/2.0,20
207.213.193.143,2021-5-12T5:6:0.0+0430,Get,/cdn/pro_photo_gallery/1983423896,304,0,Googlebot-Image/1.0,16
20.92.247.170,2021-5-12T5:6:0.0+0430,Head,/877499224,200,0,Go-http-client/2.0,24
207.213.193.143,2021-5-12T5:6:1.0+0430,Get,/cdn/profiles/1845293793,304,0,Googlebot-Image/1.0,12
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,/pages/2098538391,200,54346,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",8
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,css/page.2f0fc69390da8cdff683.css,304,0,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",4
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,css/font_awesome.min.css,304,0,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",4
207.213.193.143,2021-5-12T5:6:1.0+0430,Get,/cdn/pro_photo_gallery/261930789,304,0,Googlebot-Image/1.0,24
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,images/sanjaghmaglogo1.png,304,0,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",12
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,images/gadgets/join_pros3.jpg,304,0,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",8
207.213.193.143,2021-5-12T5:6:1.0+0430,Get,/cdn/pro_photo_gallery/407722956,304,0,Googlebot-Image/1.0,36
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,images/sanjagh_logo_purpule5.png,304,0,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",4
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,images/default.jpg,304,0,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",4
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,js/sentry.47b4061bac0b8ac89b9c.js,304,0,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",8
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,js/lazyload.797291581158393f5011.js,304,0,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",8
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,js/page.07cb314dc14eef820638.js,304,0,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",8
60.56.221.168,2021-5-12T5:6:1.0+0430,Get,/pages/2098538398,200,51067,"Mozilla/5.0 (Linux; Android 10; SM-J600F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36",20
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,fonts/IRANSansWeb_Light.woff2,304,0,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",4
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,images/aparat_logo.png,304,0,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",0
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,fonts/fontawesome_webfont.woff2?v=4.7.0,304,0,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",0
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,fonts/sanjagh_icon_font_5.woff,304,0,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",4
41.181.1.76,2021-5-12T5:6:1.0+0430,Get,/pages/13405360,200,52073,"Mozilla/5.0 (Linux; Android 9; G9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",12
207.213.193.143,2021-5-12T5:6:1.0+0430,Get,/cdn/pro_photo_gallery/483830270,304,0,Googlebot-Image/1.0,20
207.213.193.143,2021-5-12T5:6:1.0+0430,Get,/cdn/profiles/1084514157,304,0,Googlebot-Image/1.0,24
35.216.23.96,2021-5-12T5:6:1.0+0430,Get,images/fav_icon2.ico,200,23531,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",4
20.184.209.90,2021-5-12T5:6:1.0+0430,Get,/877499224,200,63379,Go-http-client/2.0,44
41.181.1.76,2021-5-12T5:6:2.0+0430,Get,css/font_awesome.min.css,304,0,"Mozilla/5.0 (Linux; Android 9; G9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",4
41.181.1.76,2021-5-12T5:6:2.0+0430,Get,css/page.2f0fc69390da8cdff683.css,304,0,"Mozilla/5.0 (Linux; Android 9; G9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",4
20.116.215.189,2021-5-12T5:6:2.0+0430,Get,templates/service.html,200,1201,Go-http-client/2.0,0
41.181.1.76,2021-5-12T5:6:2.0+0430,Get,images/sanjaghmaglogo1.png,304,0,"Mozilla/5.0 (Linux; Android 9; G9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",8
41.181.1.76,2021-5-12T5:6:2.0+0430,Get,images/gadgets/join_pros3.jpg,304,0,"Mozilla/5.0 (Linux; Android 9; G9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",8
41.181.1.76,2021-5-12T5:6:2.0+0430,Get,images/default.jpg,304,0,"Mozilla/5.0 (Linux; Android 9; G9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",4
41.181.1.76,2021-5-12T5:6:2.0+0430,Get,images/sanjagh_logo_purpule5.png,304,0,"Mozilla/5.0 (Linux; Android 9; G9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",0
41.181.1.76,2021-5-12T5:6:2.0+0430,Get,js/sentry.47b4061bac0b8ac89b9c.js,304,0,"Mozilla/5.0 (Linux; Android 9; G9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",0
41.181.1.76,2021-5-12T5:6:2.0+0430,Get,js/page.07cb314dc14eef820638.js,304,0,"Mozilla/5.0 (Linux; Android 9; G9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",0
41.181.1.76,2021-5-12T5:6:2.0+0430,Get,js/lazyload.797291581158393f5011.js,304,0,"Mozilla/5.0 (Linux; Android 9; G9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",0
60.56.221.168,2021-5-12T5:6:2.0+0430,Get,css/font_awesome.min.css,304,0,"Mozilla/5.0 (Linux; Android 10; SM-J600F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36",4
60.56.221.168,2021-5-12T5:6:2.0+0430,Get,css/page.2f0fc69390da8cdff683.css,304,0,"Mozilla/5.0 (Linux; Android 10; SM-J600F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36",8
41.181.1.76,2021-5-12T5:6:2.0+0430,Get,fonts/IRANSansWeb_Light.woff2,304,0,"Mozilla/5.0 (Linux; Android 9; G9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",16
41.181.1.76,2021-5-12T5:6:2.0+0430,Get,images/aparat_logo.png,304,0,"Mozilla/5.0 (Linux; Android 9; G9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",4
4.138.31.112,2021-5-12T5:6:2.0+0430,Get,/pages/13401524,200,52073,"Mozilla/5.0 (Linux; Android 6.0.1; SM-C5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",20
41.181.1.76,2021-5-12T5:6:2.0+0430,Get,fonts/sanjagh_icon_font_5.woff,304,0,"Mozilla/5.0 (Linux; Android 9; G9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",8
41.181.1.76,2021-5-12T5:6:2.0+0430,Get,fonts/fontawesome_webfont.woff2?v=4.7.0,304,0,"Mozilla/5.0 (Linux; Android 9; G9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",8
35.103.240.193,2021-5-12T5:6:2.0+0430,Get,/pages/2098538397,200,53773,"Mozilla/5.0 (Linux; Android 6.0; MYA-L22) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36",24
119.82.33.126,2021-5-12T5:6:2.0+0430,Get,/order/802732418/289354109,200,54778,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)",152
35.117.114.180,2021-5-12T5:6:2.0+0430,Post,/api/cs0/uxEvents,200,2,"Mozilla/5.0 (Linux; Android 9; SM-A105F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36",4
4.138.31.112,2021-5-12T5:6:2.0+0430,Get,css/font_awesome.min.css,200,30891,"Mozilla/5.0 (Linux; Android 6.0.1; SM-C5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",4
4.138.31.112,2021-5-12T5:6:2.0+0430,Get,images/sanjaghmaglogo1.png,200,25889,"Mozilla/5.0 (Linux; Android 6.0.1; SM-C5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",4
4.138.31.112,2021-5-12T5:6:2.0+0430,Get,images/gadgets/join_pros3.jpg,200,34053,"Mozilla/5.0 (Linux; Android 6.0.1; SM-C5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",4
4.138.31.112,2021-5-12T5:6:2.0+0430,Get,css/page.2f0fc69390da8cdff683.css,200,50880,"Mozilla/5.0 (Linux; Android 6.0.1; SM-C5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",4
226.152.63.215,2021-5-12T5:6:2.0+0430,Get,/pages/1939235176,200,53983,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J530F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.2 Chrome/67.0.3396.87 Mobile Safari/537.36",12
35.117.114.180,2021-5-12T5:6:2.0+0430,Get,/price/337225318,200,41075,"Mozilla/5.0 (Linux; Android 9; SM-A105F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36",20
76.212.164.3,2021-5-12T5:6:2.0+0430,Get,templates/service.html,200,1201,Go-http-client/2.0,4
4.138.31.112,2021-5-12T5:6:3.0+0430,Get,images/default.jpg,200,20993,"Mozilla/5.0 (Linux; Android 6.0.1; SM-C5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",0
4.138.31.112,2021-5-12T5:6:3.0+0430,Get,images/sanjagh_logo_purpule5.png,200,4680,"Mozilla/5.0 (Linux; Android 6.0.1; SM-C5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",4
4.138.31.112,2021-5-12T5:6:3.0+0430,Get,js/lazyload.797291581158393f5011.js,200,10690,"Mozilla/5.0 (Linux; Android 6.0.1; SM-C5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",4
4.138.31.112,2021-5-12T5:6:3.0+0430,Get,js/sentry.47b4061bac0b8ac89b9c.js,200,65059,"Mozilla/5.0 (Linux; Android 6.0.1; SM-C5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",8
4.138.31.112,2021-5-12T5:6:3.0+0430,Get,js/page.07cb314dc14eef820638.js,200,332023,"Mozilla/5.0 (Linux; Android 6.0.1; SM-C5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",16
29.57.51.148,2021-5-12T5:6:3.0+0430,Put,/api/v2/token,200,289,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36",8
4.138.31.112,2021-5-12T5:6:3.0+0430,Get,images/aparat_logo.png,200,1038,"Mozilla/5.0 (Linux; Android 6.0.1; SM-C5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",0
4.138.31.112,2021-5-12T5:6:3.0+0430,Get,fonts/fontawesome_webfont.woff2?v=4.7.0,200,77160,"Mozilla/5.0 (Linux; Android 6.0.1; SM-C5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",4
4.138.31.112,2021-5-12T5:6:3.0+0430,Get,fonts/sanjagh_icon_font_5.woff,200,8644,"Mozilla/5.0 (Linux; Android 6.0.1; SM-C5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",4
4.138.31.112,2021-5-12T5:6:3.0+0430,Get,fonts/IRANSansWeb_Light.woff2,200,28400,"Mozilla/5.0 (Linux; Android 6.0.1; SM-C5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",4
60.56.221.168,2021-5-12T5:6:3.0+0430,Get,images/sanjaghmaglogo1.png,304,0,"Mozilla/5.0 (Linux; Android 10; SM-J600F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36",8
60.56.221.168,2021-5-12T5:6:3.0+0430,Get,images/gadgets/join_pros3.jpg,304,0,"Mozilla/5.0 (Linux; Android 10; SM-J600F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36",8
114.130.184.163,2021-5-12T5:6:3.0+0430,Put,/api/v2/token,200,289,"Mozilla/5.0 (Linux; Android 10; SM-A105F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Mobile Safari/537.36",12
35.117.114.180,2021-5-12T5:6:3.0+0430,Get,fonts/IRANSansWeb_Light.woff2,304,0,"Mozilla/5.0 (Linux; Android 9; SM-A105F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36",0
35.117.114.180,2021-5-12T5:6:3.0+0430,Get,css/servicePrice.7baaf654eb8b26cf6b67.css,200,121322,"Mozilla/5.0 (Linux; Android 9; SM-A105F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36",8
60.56.221.168,2021-5-12T5:6:3.0+0430,Get,images/sanjagh_logo_purpule5.png,304,0,"Mozilla/5.0 (Linux; Android 10; SM-J600F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36",4
226.152.63.215,2021-5-12T5:6:3.0+0430,Get,css/font_awesome.min.css,200,30891,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J530F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.2 Chrome/67.0.3396.87 Mobile Safari/537.36",4
226.152.63.215,2021-5-12T5:6:3.0+0430,Get,images/default.jpg,200,20993,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J530F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.2 Chrome/67.0.3396.87 Mobile Safari/537.36",4
226.152.63.215,2021-5-12T5:6:3.0+0430,Get,images/sanjaghmaglogo1.png,200,25889,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J530F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.2 Chrome/67.0.3396.87 Mobile Safari/537.36",4
226.152.63.215,2021-5-12T5:6:3.0+0430,Get,css/page.2f0fc69390da8cdff683.css,200,50880,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J530F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.2 Chrome/67.0.3396.87 Mobile Safari/537.36",4
60.56.221.168,2021-5-12T5:6:3.0+0430,Get,images/default.jpg,304,0,"Mozilla/5.0 (Linux; Android 10; SM-J600F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36",4
226.152.63.215,2021-5-12T5:6:3.0+0430,Get,images/gadgets/join_pros3.jpg,200,34053,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J530F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.2 Chrome/67.0.3396.87 Mobile Safari/537.36",4
60.56.221.168,2021-5-12T5:6:3.0+0430,Get,js/page.07cb314dc14eef820638.js,304,0,"Mozilla/5.0 (Linux; Android 10; SM-J600F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36",4
60.56.221.168,2021-5-12T5:6:3.0+0430,Get,js/lazyload.797291581158393f5011.js,304,0,"Mozilla/5.0 (Linux; Android 10; SM-J600F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36",16
60.56.221.168,2021-5-12T5:6:3.0+0430,Get,js/sentry.47b4061bac0b8ac89b9c.js,304,0,"Mozilla/5.0 (Linux; Android 10; SM-J600F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36",16
226.152.63.215,2021-5-12T5:6:3.0+0430,Get,js/lazyload.797291581158393f5011.js,200,10690,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J530F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.2 Chrome/67.0.3396.87 Mobile Safari/537.36",4
226.152.63.215,2021-5-12T5:6:3.0+0430,Get,images/sanjagh_logo_purpule5.png,200,4680,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J530F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.2 Chrome/67.0.3396.87 Mobile Safari/537.36",4
226.152.63.215,2021-5-12T5:6:3.0+0430,Get,js/sentry.47b4061bac0b8ac89b9c.js,200,65059,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J530F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.2 Chrome/67.0.3396.87 Mobile Safari/537.36",8
35.117.114.180,2021-5-12T5:6:3.0+0430,Get,js/servicePrice.0cf53764276f98a19926.js,200,768822,"Mozilla/5.0 (Linux; Android 9; SM-A105F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36",60
35.117.114.180,2021-5-12T5:6:3.0+0430,Get,js/lazyload.797291581158393f5011.js,304,0,"Mozilla/5.0 (Linux; Android 9; SM-A105F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36",0
226.152.63.215,2021-5-12T5:6:3.0+0430,Get,js/page.07cb314dc14eef820638.js,200,332023,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J530F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.2 Chrome/67.0.3396.87 Mobile Safari/537.36",24
35.117.114.180,2021-5-12T5:6:3.0+0430,Get,js/sentry.47b4061bac0b8ac89b9c.js,304,0,"Mozilla/5.0 (Linux; Android 9; SM-A105F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36",12
35.117.114.180,2021-5-12T5:6:3.0+0430,Get,images/price_graph_1.png,200,12404,"Mozilla/5.0 (Linux; Android 9; SM-A105F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36",8
